idx,date,truth,season,norros_f,linearP_f,farima_f,persist
7389,2001-11-08 07:30:00,738572367576.0,0.0,750596303514.9292,759556222596.2249,772355969581.159,746418583920.0
7390,2001-11-08 07:40:00,699344703256.0,0.0,749682645322.2577,750275818934.6936,749585851825.0612,738572367576.0
7391,2001-11-08 07:50:00,797912275640.0,0.0,723522179452.9349,724512202377.5,706485993689.2424,699344703256.0
7392,2001-11-08 08:00:00,735861767608.0,0.0,786061001783.5464,791171052905.7676,812161486842.9886,797912275640.0
7393,2001-11-08 08:10:00,746022121336.0,0.0,752581724192.2853,750247328055.4552,738096614794.6296,735861767608.0
7394,2001-11-08 08:20:00,766713329816.0,0.0,755890943483.4595,758352853246.149,754327175555.8192,746022121336.0
7395,2001-11-08 08:30:00,776058694616.0,0.0,768575838442.5576,770020789644.2928,774461969311.9263,766713329816.0
7396,2001-11-08 08:40:00,929907121480.0,0.0,773818241843.3864,773961133886.8362,779225892726.1278,776058694616.0
7397,2001-11-08 08:50:00,1012986601656.0,0.0,871377536953.8466,873256158096.0863,928904966602.685,929907121480.0
7398,2001-11-08 09:00:00,1011182871792.0,0.0,936696385716.2874,930395065371.7474,990765675109.7972,1012986601656.0
7399,2001-11-08 09:10:00,1158074631752.0,0.0,950262295068.3131,941032950044.0541,979873286126.8352,1011182871792.0
7400,2001-11-08 09:20:00,1115275583360.0,0.0,1051179631510.1794,1045620250025.7146,1126476590778.1372,1158074631752.0
7401,2001-11-08 09:30:00,982735296232.0,0.0,1041654696305.8956,1027179518095.0112,1067967210252.8674,1115275583360.0
7402,2001-11-08 09:40:00,1120171620024.0,0.0,964129528761.2991,952747412496.3564,944026369268.4058,982735296232.0
7403,2001-11-08 09:50:00,1135322935704.0,0.0,1044837115551.9951,1043532895722.2466,1097698307384.9751,1120171620024.0
7404,2001-11-08 10:00:00,1108077940048.0,0.0,1065358321038.4711,1055103617041.4161,1098634333128.8086,1135322935704.0
7405,2001-11-08 10:10:00,1300563234024.0,0.0,1055772895610.0477,1046319789266.8369,1071251411198.2717,1108077940048.0
7406,2001-11-08 10:20:00,1449129323704.0,0.0,1180880635585.3162,1176428455337.655,1266166995506.6968,1300563234024.0
7407,2001-11-08 10:30:00,1371824103440.0,0.0,1296225991010.808,1282805904043.4116,1393011093061.573,1449129323704.0
7408,2001-11-08 10:40:00,1153641731616.0,0.0,1272483426889.4077,1252162633901.0515,1302228646967.9404,1371824103440.0
7409,2001-11-08 10:50:00,1456025862456.0,0.0,1141308821020.5728,1125113314480.2192,1099291033738.334,1153641731616.0
7410,2001-11-08 11:00:00,1359661841136.0,0.0,1320023496709.0674,1321346421977.3652,1426847831100.9536,1456025862456.0
7411,2001-11-08 11:10:00,1216944452936.0,0.0,1281595545985.9463,1261584918710.299,1298730568021.2778,1359661841136.0
7412,2001-11-08 11:20:00,1145060713208.0,0.0,1194976336836.0112,1182906319753.4192,1170881571942.921,1216944452936.0
7413,2001-11-08 11:30:00,1230609123832.0,0.0,1140607536452.9353,1135313275342.1606,1119038896220.928,1145060713208.0
7414,2001-11-08 11:40:00,1241764491832.0,0.0,1187045120416.4438,1186268145691.4026,1214867671889.5054,1230609123832.0
7415,2001-11-08 11:50:00,1160442174272.0,0.0,1198992838934.7737,1192788388485.0068,1218282507159.319,1241764491832.0
7416,2001-11-08 12:00:00,1088831457120.0,0.0,1149341797008.5562,1142121883943.6807,1135776996232.2402,1160442174272.0
7417,2001-11-08 12:10:00,1324326072160.0,0.0,1098558010437.1954,1095354018860.7896,1075410775003.7881,1088831457120.0
