policy,loss_ratio,dropped_Mb,waste_avoidable_pct,waste_unavoidable_pct,served_Mbps,backlog_mean_Mb,backlog_sd_Mb,backlog_max_Mb,backlog_p95_Mb,backlog_p99_Mb,drop_c0_Mb,drop_c1_Mb,drop_c2_Mb,backlog_mean_c0_Mb,backlog_sd_c0_Mb,backlog_max_c0_Mb,backlog_mean_c1_Mb,backlog_sd_c1_Mb,backlog_max_c1_Mb,backlog_mean_c2_Mb,backlog_sd_c2_Mb,backlog_max_c2_Mb,backlog_max_cell_Mb,backlog_mean_cell_max_Mb,backlog_imbalance_Mb,backlog_p95_c0_Mb,backlog_p99_c0_Mb,backlog_p95_c1_Mb,backlog_p99_c1_Mb,backlog_p95_c2_Mb,backlog_p99_c2_Mb,forecast_mase,forecast_sd_ratio,slot_err,forecast_mase_c0,forecast_sd_ratio_c0,forecast_mase_c1,forecast_sd_ratio_c1,forecast_mase_c2,forecast_sd_ratio_c2,forecast_mase_eq,forecast_mase_worst,forecast_sd_ratio_eq,slot_err_c0,slot_err_c1,slot_err_c2,deficit_Mb_per_period,surplus_Mb_per_period,replicate,sample_dt,n_decisions,train_seconds,rho,offered_Mbps,beam_Mbps,buffer_MiB,test_hours,alpha,alpha_c0,H_nominal_c0,alpha_c1,H_nominal_c1,alpha_c2,H_nominal_c2,H_meas_c0,H_meas_c1,H_meas_c2,n_sources,n_sources_c0,n_sources_c1,n_sources_c2,fixed_weights,adaptive_mean,backlog_aware,_rel_fixed
linearp,0.0,0.0,5.269932955259474,0.0,748.3675296534475,1.014504237385332,0.17970098628461417,4.274538796129154,1.2527689197296874,1.684640943766288,0.0,0.0,0.0,0.2958146100842558,0.2292238762395425,2.0629997357591385,0.3550066035475213,0.26206713841719675,3.9845217144078484,0.3636830237536821,0.2369252617428574,3.5775126775515163,3.9845217144078484,0.3636830237536821,0.06786841366942628,0.6479521695393892,0.7206506834868083,0.701228118869142,0.9325178529463769,0.711446419367727,0.9080696228019238,0.8966828142739197,0.7755320978797988,3.557764135379245,0.9159988577037232,0.8228366916393925,0.8901152723214688,0.6952203324724295,0.8582003991060515,0.5037831195994413,0.8881048430437478,0.9159988577037232,0.6739467145704211,4.3002222384329585,4.260794572940503,2.1122755947642737,0.0008589027462980906,20.817038844054025,5,1.5,4800,6300.0,0.9473008102751725,748.3676401173864,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9759620925878335,0.8686973534074464,0.7573770216243036,1500,900,450,150,6|3|1,True,True,
dlinear,0.0,0.0,5.2699329552593275,0.0,748.3675296534542,1.018666147922303,0.18981742978942112,4.745788919847326,1.2680233985942202,1.7506624004381075,0.0,0.0,0.0,0.29497342477317906,0.2289048618242898,1.9072388233072408,0.3571444204669173,0.2662248495126336,4.371073510296136,0.3665483026822065,0.23970185688026732,3.08593332047371,4.371073510296136,0.3665483026822065,0.07157487790902745,0.6450905171741126,0.7207361429232647,0.7018540376596802,0.9453876090761403,0.7179406958093161,0.9349725834281856,0.9054704629547055,0.7446322448135845,3.5503061254136004,0.9328054378743591,0.8019008118068441,0.8928828503097657,0.636032490806857,0.8592188998820525,0.5012760310622155,0.8949690626887258,0.9328054378743591,0.6464031112253056,4.293060427167658,4.282490098435503,2.0753678506376385,0.0007732421748942923,20.816953183482614,5,1.5,4800,6300.0,0.9473008102751725,748.3676401173864,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9759620925878335,0.8686973534074464,0.7573770216243036,1500,900,450,150,6|3|1,True,True,
linearp,0.0,0.0,6.186374188281565,0.0,741.1276439125642,0.9700620558583559,0.12915604775093092,4.488442145250295,1.170749842480231,1.3218148535874805,0.0,0.0,0.0,0.2823778316309922,0.22505896823576468,1.044488075651149,0.3350695674571491,0.2413052394128631,4.149373096393109,0.3526146567703095,0.22388184334278663,1.9761481870532542,4.149373096393109,0.3526146567703095,0.07023682513931725,0.6203935678932113,0.6860117251802924,0.6798724276958339,0.8841298335477826,0.7092147620524781,0.836414213931378,0.8965125993841716,0.7866369171632518,3.5369233051047444,0.9245465409880999,0.8334408906237503,0.8880949647051871,0.7023309944789683,0.8392620612464934,0.5177479927320339,0.8839678556465934,0.9245465409880999,0.6845066259449175,4.274878382385216,4.243472259762753,2.092419273166264,0.0,24.436123124598677,6,1.5,4800,6300.0,0.9381363971529119,741.1277537508004,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9584967116979186,0.8787356432001787,0.7958085853883693,1500,900,450,150,6|3|1,True,True,
dlinear,0.0,0.0,6.18637418828208,0.0,741.1276439125605,0.9763599237112982,0.1408615063758539,5.2784421452502945,1.1833673044955522,1.3909721934610129,0.0,0.0,0.0,0.2793069693519896,0.2243263591815418,0.9710764855680905,0.3409986829582187,0.24587517016440805,4.9393730963931075,0.3560542714011792,0.22705399552258368,2.8460233393555057,4.9393730963931075,0.3560542714011792,0.07674730204918957,0.6136938018952178,0.6826326233800432,0.683176577484679,0.888959837200218,0.7066518386236895,0.8455381134802752,1.0134794032803611,0.7562627949282362,3.696853770150781,1.1821159606598406,0.8008976508131223,0.8915994785275541,0.674713294804324,0.8417288491250694,0.5150092964761624,0.9718147627708215,1.1821159606598406,0.6635400806978695,4.529051773886113,4.480037894414015,2.081471642152214,7.220416007806237e-05,24.436195328758757,6,1.5,4800,6300.0,0.9381363971529119,741.1277537508004,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9584967116979186,0.8787356432001787,0.7958085853883693,1500,900,450,150,6|3|1,True,True,
linearp,0.0,0.0,4.583696728263037,0.0,753.7887958467159,1.0679705397816304,0.2387499742988206,6.171662910685183,1.4150843126445318,2.065314697857677,0.0,0.0,0.0,0.30652494670956787,0.2327737877503168,3.845109724702148,0.3798474949254783,0.29139421530006127,5.774008854619706,0.3815980981465219,0.2537921990564167,3.938114230370544,5.774008854619706,0.3815980981465219,0.07507315143695403,0.6654901175625685,0.7406898026147415,0.7716836225073842,1.1934230799221672,0.759211849727041,1.0552158603625896,0.8966805929402314,0.7833292816386931,3.480535507235451,0.927800714263156,0.8348869595637955,0.8823853538117724,0.6796152646782332,0.8444663200739971,0.5197322931136678,0.8848841293829751,0.927800714263156,0.6780781724518988,4.231404849545587,4.1634952246182335,2.046706447542532,0.0010837054097227743,18.106617915669936,7,1.5,4800,6300.0,0.9541632045309879,753.7889315794804,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9479707709619304,0.9135526744126167,0.7620961783929007,1500,900,450,150,6|3|1,True,True,
dlinear,0.0,0.0,4.583696728263007,0.0,753.7887958467046,1.0651498527263092,0.2366462495999894,6.590034188737892,1.4014708474134854,2.0423589281701386,0.0,0.0,0.0,0.30679813185120397,0.2331354727753557,4.206042573462584,0.3788060373271537,0.2917786086386071,6.192380132672416,0.37954568354789103,0.25114201663823943,3.383854574387939,6.192380132672416,0.37954568354789103,0.07274755169668706,0.6636720552854608,0.7418036648309765,0.7706022300924785,1.1769626890934242,0.7495332381100988,1.0290083309905431,0.8997910621053374,0.7660544718317569,3.509896590651051,0.9319458191677287,0.8107963445913347,0.885307299022766,0.6792352837893089,0.845127542614211,0.5199212302442622,0.8874602202682352,0.9319458191677287,0.6699842862083019,4.265865403414972,4.185698456859779,2.0781259116784025,0.001109047444483316,18.106643257704697,7,1.5,4800,6300.0,0.9541632045309879,753.7889315794804,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9479707709619304,0.9135526744126167,0.7620961783929007,1500,900,450,150,6|3|1,True,True,
linearp,0.0,0.0,6.069030613821838,0.0,742.0546581508062,0.9797297677693998,0.13886337677332003,4.1154492105037015,1.1854021111685493,1.3798571860129487,0.0,0.0,0.0,0.28395501346875746,0.22535365512563288,1.100969705564144,0.3377117750299372,0.24410601135988175,3.7719865539052235,0.35806297927069825,0.22712911616246584,2.872794979303033,3.7719865539052235,0.35806297927069825,0.07410796580194082,0.615206584547391,0.6854285347989824,0.6816032850691456,0.8899022937908553,0.7208662467502845,0.8542671687169835,0.8858995991424709,0.7881733093955919,3.5029397954976766,0.9127977506536409,0.8428330106263259,0.8741684520363152,0.673891270993664,0.8398192203106756,0.47558753292744704,0.8755951410002106,0.9127977506536409,0.664103938182479,4.2367909513188176,4.226108310504372,2.0459201246698413,0.00020327508515762373,23.97281688151544,8,1.5,4800,6300.0,0.9393098389710586,742.0547727871364,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9998944722944533,0.8572056138331601,0.7675498601844919,1500,900,450,150,6|3|1,True,True,
dlinear,0.0,0.0,6.069030613821889,0.0,742.0546581507768,0.9798614844771936,0.13891787027069505,4.227805983605395,1.184910791634416,1.3818837413223573,0.0,0.0,0.0,0.2837148022411329,0.22523941373524614,1.100969705564144,0.33796925872586725,0.2444226087489342,3.909611065273476,0.3581774235102275,0.22697913881152848,2.630576641341513,3.909611065273476,0.3581774235102275,0.07446262126909464,0.6163662994461949,0.6857088620819525,0.6815950190069331,0.8844030544830374,0.7208267234933775,0.8490596702572863,0.888252391704858,0.7885082520608429,3.5053278397136203,0.9142815096834055,0.8367521803015449,0.8771658536481486,0.6919701579087953,0.8430053705246157,0.48765198047237285,0.8781509112853899,0.9142815096834055,0.6721247728942377,4.2419501514095455,4.224689975557044,2.049343392174271,9.925754714189512e-05,23.972712863977424,8,1.5,4800,6300.0,0.9393098389710586,742.0547727871364,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9998944722944533,0.8572056138331601,0.7675498601844919,1500,900,450,150,6|3|1,True,True,
linearp,4.1781095169811007e-07,2.2806886770885324,4.032028412563981,0.0,758.1469755407581,1.1761525207273194,0.46369615261954117,9.249929704825915,1.813987724971917,3.153763690558791,0.0,2.2806886770885324,0.0,0.32795711239819075,0.27181393350073246,6.629199252883157,0.4401846835461179,0.42879593993989445,8.388608,0.4080107247828966,0.2883192288625302,3.728509061204903,8.388608,0.4401846835461179,0.11222757114792714,0.6959341987431643,0.8789810097611905,0.9022754539043015,2.0430443294452516,0.8238320155042164,1.374271282585881,0.8976931512140216,0.8039064960907664,3.5732523151874034,0.9231258400860082,0.8508774268656958,0.8876020034991094,0.6860097627004852,0.8485909832351648,0.5459397397876388,0.8864396089400941,0.9231258400860082,0.69427564311794,4.326069648521636,4.289356020360372,2.104331276680202,0.009230578701922213,15.935495226781011,9,1.5,4800,6300.0,0.9596803426630918,758.1474707038425,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9998934489898447,0.9265759145813612,0.8017010449464603,1500,900,450,150,6|3|1,True,True,
dlinear,2.961698469017198e-07,1.6166910263564829,4.03201673890631,0.0,758.1470677626517,1.180184511554198,0.46420624406239397,9.037316801885536,1.8405699097961539,3.1990659830635777,0.0,1.6166910263564829,0.0,0.3278399477035556,0.2705238098073449,6.028685506698365,0.4362057417992335,0.42100455958154387,8.388608,0.41613882205137737,0.3023613313373606,4.140376827040517,8.388608,0.4362057417992335,0.10836579409567784,0.6998432895536366,0.878443767355068,0.8940685755063922,2.012041133995098,0.8561917107359948,1.468958343227093,0.8988204317521192,0.8033221559414238,3.5677278474879235,0.9238507650033357,0.8459683027325146,0.8883462457081354,0.7001863118329454,0.8518334715200817,0.5423513446230532,0.888010160743851,0.9238507650033357,0.6961686530628377,4.31308153629198,4.291848360423502,2.098253645748288,0.010339476237071508,15.936604124316164,9,1.5,4800,6300.0,0.9596803426630918,758.1474707038425,790.0,1.0,2.0,1.04|1.24|1.44,1.04,0.98,1.24,0.88,1.44,0.78,0.9998934489898447,0.9265759145813612,0.8017010449464603,1500,900,450,150,6|3|1,True,True,
